seed,policy,ep_idx,friction,inertia,noise,reward,violation
2,EpsilonGreedy,3,0.7,1.0,0.08470140580803201,-0.12268742696904333,0
2,EpsilonGreedy,4,0.7,1.0,0.05043749345908913,-0.1219986216924533,0
2,EpsilonGreedy,5,0.7,1.0,0.08645324336158983,-0.12347389255969302,0
2,EpsilonGreedy,6,0.7,0.8,0.06772120893797759,-0.1039534401378831,0
2,EpsilonGreedy,7,0.7,0.8,0.0688488002823859,-0.10064977042048599,0
2,EpsilonGreedy,8,0.4,1.0,0.05360093409389547,-0.10126848455831032,0
2,EpsilonGreedy,9,0.7,0.8,0.07765048383772015,-0.1007438525092077,0
2,EpsilonGreedy,10,1.0,0.8,0.07109452439038581,-0.13219273423472816,0
2,EpsilonGreedy,11,0.4,2.0,0.06761220007442081,-0.19331807819457922,0
2,EpsilonGreedy,12,0.7,2.0,0.0898054657330627,-0.2602236773039983,1
2,EpsilonGreedy,13,1.0,1.0,0.05949225066604838,-0.1729938949120058,0
2,EpsilonGreedy,14,1.0,2.0,0.06241383602982997,-0.32997925309872755,1
2,EpsilonGreedy,15,1.0,0.8,0.06752486043046622,-0.13118464844293254,0
2,EpsilonGreedy,16,1.0,0.8,0.07990586123582574,-0.13284055306235062,0
